school_name,Student ID,student_name,gender,grade,reading_score,math_score,School ID,type,size,budget,reading_pass_flag,math_pass_flag,pass_overall_flag,Spending,Spending Category
Huang High School,269,Michael Porter,M,11th,86,68,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,270,John Turner,M,11th,78,99,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,271,Timothy Wang,M,12th,93,75,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,272,Amanda Taylor,F,9th,73,58,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,273,Karen Mckenzie,F,9th,82,64,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,274,Brandon Miles,M,11th,98,76,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,275,Christina Whitaker,F,12th,86,89,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,276,Nicole Peterson,F,9th,78,98,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,277,Ashley Moore,F,9th,67,74,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,278,Todd Carrillo,M,10th,80,99,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,279,Robert Williams,M,10th,63,68,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,280,Ashley Jones,F,9th,92,72,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,281,Vanessa Parker,F,9th,67,78,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,282,Robert Carlson,M,12th,73,82,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,283,Jared Lewis,M,10th,77,56,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,284,Christopher Hernandez,M,10th,92,64,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,285,Kimberly Harris,F,9th,66,59,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,286,Katrina Hill,F,10th,73,73,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,287,Heather Lee,F,9th,71,69,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,288,Donald Harmon,M,11th,63,67,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,289,Elizabeth Sanders,F,10th,82,64,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,290,Richard Ramsey,M,12th,80,60,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,291,Carmen Johnson,F,12th,89,79,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,292,Elaine Osborne,F,10th,91,69,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,293,Kent Burns,M,9th,81,72,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,294,Meagan Smith,F,11th,67,87,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,295,Craig Hahn,M,9th,92,73,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,296,Jeremy Wu,M,11th,72,81,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,297,Aaron Rodriguez,M,11th,75,78,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,298,Matthew Taylor,M,10th,64,63,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,299,Diana Evans,F,11th,96,94,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,300,Michele Pearson,F,12th,89,98,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,301,Erik Wagner,M,12th,92,61,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,302,Maria Welch,F,12th,74,97,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,303,Debra Martin,F,12th,68,55,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,304,Devon Conner,M,9th,91,89,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,305,Christine Patel,F,9th,99,94,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,306,David Lopez,M,9th,95,95,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,307,Nathan Baird,M,11th,68,59,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,308,Samuel Castillo,M,11th,98,57,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,309,Rebecca Payne,F,11th,77,66,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,310,Carl Johnson,M,10th,64,95,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,311,William Adams,M,12th,85,82,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,312,Paula Harrison,F,11th,81,91,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,313,Wayne Atkinson,M,11th,86,63,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,314,Lindsay Frank,F,9th,92,66,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,315,Jose Garcia,M,10th,67,84,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,316,Andrew Gaines,M,12th,68,87,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,317,Rachael Liu,F,10th,77,79,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,318,Donald Lewis,M,11th,72,72,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,319,Shane Edwards,M,9th,74,59,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,320,Todd Levy,M,12th,91,94,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,321,Joanna Moore,F,10th,84,66,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,322,Michael Lewis,M,9th,98,90,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,323,James Robinson,M,9th,91,60,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,324,Jeffrey Arellano,M,9th,89,87,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,325,Heather Allen MD,F,11th,96,94,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,326,Lori Villarreal,F,9th,66,81,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,327,Robert Harper,M,12th,78,85,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,328,Karen Villegas,F,9th,76,57,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,329,Tracey Crane,F,9th,77,97,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,330,Elizabeth Allen,F,9th,73,77,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,331,Jorge Lynn,M,11th,93,66,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,332,Harold Gordon,M,11th,98,66,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,333,Nicholas Mcclain,M,9th,76,90,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,334,Tanya Harris,F,11th,85,86,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,335,Amy Smith,F,12th,93,93,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,336,Kathy Morse,F,11th,64,91,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,337,Andrea Wood,F,10th,77,70,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,338,Maureen Massey,F,9th,98,76,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,339,Daniel Smith,M,11th,66,81,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,340,Alexandra Smith,F,11th,78,77,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,341,Caitlin Hall,F,11th,72,58,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,342,Jose Carlson,M,11th,90,91,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,343,Deborah Macias,F,9th,90,87,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,344,Dwayne Rice,M,11th,99,78,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,345,Matthew Harris,M,10th,69,80,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,346,Eric Bowman,M,9th,80,94,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,347,Samuel Ali,M,9th,66,91,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,348,David Miller,M,12th,70,92,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,349,James Moreno,M,11th,89,63,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,350,Brooke Austin,F,11th,78,98,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,351,Alisha Martin,F,10th,65,68,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,352,Neil Rodriguez,M,10th,98,69,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,353,Gary Williams,M,10th,73,56,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,354,Michael Pittman,M,12th,89,60,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,355,Stephanie Palmer,F,10th,85,91,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,356,Christine Perry,F,11th,92,97,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,357,Suzanne David,F,10th,83,62,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,358,Amber Smith,F,12th,82,75,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,359,Ryan Jones,M,9th,94,62,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,360,Emily Ford,F,9th,79,61,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,361,Kelsey Shea,F,12th,85,66,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,362,Katherine Wallace,F,12th,65,56,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,363,Erica Conway,F,11th,79,72,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,364,Tyler Parker,M,11th,88,56,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,365,Michael Parks,M,9th,93,58,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,366,Elizabeth Hunt,F,12th,91,58,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,367,Grant Jackson,M,11th,78,61,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,368,Daniel Matthews,M,9th,78,78,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,369,Diana Silva,F,9th,69,82,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,370,Frank Garza,M,11th,84,95,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,371,Terri Fischer,F,10th,68,55,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,372,Robert Goodwin,M,12th,95,92,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,373,Bobby Ruiz,M,10th,65,97,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,374,Stephanie Taylor,F,12th,75,97,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,375,Erin Hill,F,10th,68,98,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,376,Erin Cohen,F,10th,71,74,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,377,Jeffrey Morris,M,9th,84,57,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,378,Elizabeth Simpson,F,10th,97,63,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,379,Jennifer Davis,F,11th,96,68,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,380,Rachel Burton,F,9th,75,75,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,381,Joseph Wilkins,M,9th,66,95,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,382,Lawrence Montgomery,M,11th,87,70,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,383,Patricia Howard,F,11th,70,65,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,384,Jessica Hanson,F,11th,84,55,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,385,Donna Dean,F,10th,98,77,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,386,Edwin Reid,M,9th,69,57,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,387,Jodi Brown,F,12th,70,85,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,388,Elizabeth Richard,F,9th,90,88,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,389,Aaron Martinez,M,9th,85,72,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,390,Stephen Fischer,M,9th,81,88,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,391,Diana Reeves,F,11th,86,83,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,392,Jeffrey Eaton,M,10th,99,90,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,393,Evelyn Miller,F,9th,65,71,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,394,Christopher Kidd,M,9th,97,55,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,395,Sarah Adams,F,9th,91,62,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,396,Melinda Nelson,F,12th,75,82,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,397,Kevin Brooks,M,11th,78,72,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,398,John Bowen,M,12th,77,56,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,399,Tracie Abbott,F,12th,72,69,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,400,Allen Foster,M,11th,93,65,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,401,Kathryn Elliott,F,12th,63,91,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,402,Christopher Walker,M,12th,94,66,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,403,Cynthia Martin,F,11th,67,59,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,404,Amanda Bennett,F,11th,88,97,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,405,Dennis Padilla,M,11th,92,93,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,406,Antonio Miller,M,11th,63,63,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,407,Melissa Trevino,F,11th,71,56,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,408,Andrew King,M,10th,99,80,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,409,John Martinez,M,11th,68,76,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,410,Lauren King,F,9th,74,82,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,411,Stephanie Mercado,F,9th,93,98,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,412,William Smith,M,11th,69,94,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,413,Jonathan Marshall,M,12th,86,72,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,414,Luke Lowery MD,M,10th,93,82,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,415,Emily Reynolds,F,9th,88,99,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,416,Kevin Mclean,M,9th,86,80,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,417,Elizabeth Taylor,F,11th,97,84,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,418,Pamela Rivas,F,11th,84,58,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,419,Tammy Martin,F,9th,84,64,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,420,Holly Watkins,F,9th,81,74,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,421,Patrick Chen,M,9th,67,79,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,422,Michelle Griffin,F,10th,85,81,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,423,Theresa Andrews,F,12th,65,58,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,424,Alan Henry,M,9th,63,81,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,425,Dr. Larry Hines,M,10th,91,59,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,426,Travis Frazier,M,12th,75,68,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,427,Julie Jones,F,12th,74,68,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,428,Natalie Reynolds,F,10th,77,70,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,429,Jessica Cohen,F,10th,69,98,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,430,Jason Robinson,M,12th,69,95,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,431,Heather Palmer,F,9th,78,57,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,432,Emily Cardenas MD,F,10th,77,87,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,433,Scott Glover,M,12th,65,92,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,434,Jacqueline White,F,12th,68,67,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,435,Mrs. Elizabeth Espinoza DDS,F,9th,76,75,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,436,Toni Porter,F,11th,92,72,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,437,Jennifer Mejia,F,11th,90,59,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,438,Brenda Peterson,F,10th,75,78,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,439,Paul Hamilton,M,9th,73,72,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,440,Patricia Nguyen,F,11th,83,56,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,441,James Ho,M,12th,86,61,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,442,Elizabeth Cohen,F,10th,97,61,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,443,Stephanie Lane,F,9th,70,57,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,444,Dawn Rhodes,F,12th,67,66,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,445,Theresa Robinson,F,10th,63,65,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,446,Breanna Mosley,F,9th,85,79,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,447,Carmen Wilson,F,10th,69,92,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,448,Ian Brown,M,9th,77,71,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,449,Kathleen Matthews,F,11th,96,60,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,450,Bryan Diaz,M,11th,64,84,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,451,Gina Sweeney,F,11th,81,59,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,452,Alan Garcia,M,10th,88,60,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,453,Erik Wheeler,M,10th,94,58,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,454,Stephanie Robles,F,9th,83,95,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,455,Samantha Hanson,F,9th,83,61,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,456,Christopher Williams,M,11th,89,83,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,457,Stephanie Hart,F,12th,94,63,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,458,Mrs. Lisa Becker,F,11th,84,68,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,459,Bianca Johnson,F,9th,92,68,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,460,Amy Steele,F,12th,67,63,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,461,Gina Contreras,F,9th,92,92,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,462,Jaime Alexander,F,10th,93,77,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,463,Kevin Coleman,M,12th,88,77,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,464,Caitlin Williams,F,10th,98,79,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,465,Joseph Lloyd,M,9th,81,89,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,466,Carrie Hernandez,F,11th,86,92,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,467,Mr. Travis Young,M,10th,81,61,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,468,Francis Wright,M,12th,63,92,0,District,2917,1910635,0,1,0,655.0,$645-675
Huang High School,469,Joel Harper,M,9th,99,94,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,470,Eduardo Park,M,9th,67,62,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,471,Melissa Yoder,F,10th,95,74,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,472,Donna Campbell,F,9th,82,64,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,473,Connie Delacruz,F,9th,64,58,0,District,2917,1910635,0,0,0,655.0,$645-675
Huang High School,474,Luis Parker,M,9th,89,95,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,475,Pamela Watts,F,11th,82,58,0,District,2917,1910635,1,0,0,655.0,$645-675
Huang High School,476,Lindsey Mitchell,F,10th,72,89,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,477,Brenda Price,F,10th,79,75,0,District,2917,1910635,1,1,1,655.0,$645-675
Huang High School,478,Joseph Howard,M,10th,90,61,0,District,2917,1910635,1,0,0,655.0,$645-675
